item_id,bucket,wins,losses,matches,players,avg_buy_time_s,avg_sell_time_s,avg_buy_time_relative,avg_sell_time_relative,hero_id,matches_per_player,win_rate,sell_minus_buy_s,hero_name,item_name,type
3361811174,0,13923,10132,24055,12411,2294.630596549574,2416.5705128205127,85.11565377574799,89.1845494218384,11,1.938199983885263,0.5787985865724382,121.93991627093874,Dynamo,Cheat Death,upgrade
3399065363,0,116837,106854,223691,79206,535.6531331166653,688.5557048087547,23.958799906946453,30.524911524001073,11,2.824167361058506,0.5223142638729319,152.9025716920894,Dynamo,Sprint Boots,upgrade
3403085434,0,733,682,1415,679,1043.731448763251,2183.189189189189,46.704175610992834,81.85372276038214,11,2.0839469808541975,0.5180212014134276,1139.4577404259383,Dynamo,Fleetfoot,upgrade
3491236900,0,9223,7795,17018,11477,2248.8776589493477,2442.1617250673853,82.36632029686878,87.90436480943883,11,1.482791670297116,0.5419555764484664,193.28406611803757,Dynamo,Plated Armor,upgrade
3577481646,0,58232,43575,101807,43995,1781.507391436738,2306.312101910828,72.22529757720629,87.88437579534698,11,2.3140584157290602,0.5719842446983017,524.8047104740899,Dynamo,Mystic Reverb,upgrade
3585132399,0,3517,3371,6888,3388,1384.631968641115,2509.8361581920904,57.50791844845935,84.70844423431498,11,2.0330578512396693,0.5105981416957027,1125.2041895509753,Dynamo,Fortitude,upgrade
3633614685,0,4968,4789,9757,4850,906.7649892384954,1488.4317298673457,38.4225191948645,60.84218959625787,11,2.0117525773195877,0.5091729015066107,581.6667406288502,Dynamo,Extra Health,upgrade
3647584222,0,139,148,287,192,1405.6864111498257,2164.8958333333335,58.169630308813275,77.98464189547296,11,1.4947916666666667,0.4843205574912892,759.2094221835077,Dynamo,Split Shot,upgrade
3696726732,0,372,414,786,508,1576.6501272264632,2452.1714285714284,65.29934345407484,83.30551185217683,11,1.547244094488189,0.4732824427480916,875.5213013449652,Dynamo,Toxic Bullets,upgrade
3731635960,0,10272,10536,20808,13873,1573.7955594002308,2366.7098540145985,65.35748466168057,83.56881910731995,11,1.4998918763064946,0.4936562860438293,792.9142946143677,Dynamo,Dispel Magic,upgrade
3776945997,0,176679,165542,342221,110450,330.56644682821917,1002.6780264316044,14.775048168797065,43.81912919186773,11,3.098424626527841,0.5162716490221231,672.1115796033853,Dynamo,Extra Charge,upgrade
3791587546,0,1136,968,2104,1349,1601.610741444867,2508.554945054945,66.41792217809376,85.03827884706375,11,1.5596738324684951,0.5399239543726235,906.9442036100781,Dynamo,Weighted Shots,upgrade
3812615317,0,222,211,433,360,2280.944572748268,2656.4594594594596,81.35916531895265,85.7793912842768,11,1.2027777777777777,0.5127020785219399,375.5148867111916,Dynamo,Arctic Blast,upgrade
3862866912,0,1475,1471,2946,1678,284.08859470468434,1730.8951612903227,12.481410480186467,69.79159922436642,11,1.7556615017878427,0.5006788866259335,1446.8065665856384,Dynamo,Restorative Shot,upgrade
3884003354,0,3447,2585,6032,4167,2316.2727122015917,2721.0364583333335,83.35862534170425,90.34682466480093,11,1.447564194864411,0.5714522546419099,404.76374613174175,Dynamo,Crippling Headshot,upgrade
3919289022,0,1962,1699,3661,1991,1962.2583993444414,2461.1509433962265,76.38313459860501,87.78251981750238,11,1.838774485183325,0.5359191477738323,498.8925440517851,Dynamo,Mercurial Magnum,upgrade
3970837787,0,47472,41358,88830,35435,926.0089271642463,2292.330641200546,41.08848934424868,83.5605450160769,11,2.506843516297446,0.5344140493076663,1366.3217140362995,Dynamo,Enchanter's Emblem,upgrade
3977876567,0,908,886,1794,852,798.7915273132664,2298.3916083916083,36.2035127735646,85.40282195263737,11,2.1056338028169015,0.5061315496098104,1499.6000810783419,Dynamo,Kinetic Dash,upgrade
4053935515,0,105977,97197,203174,71542,760.7911002392038,2518.9568617765703,33.70164192523274,86.43610560856847,11,2.839926197198848,0.5216070953960644,1758.1657615373665,Dynamo,Headhunter,upgrade
4075861416,0,1223,1059,2282,1453,1712.0841367221735,2573.7090909090907,69.06351483288611,84.7618828456171,11,1.5705437026841018,0.5359333917616126,861.6249541869172,Dynamo,Spirit Rend,upgrade
4104549924,0,2033,1904,3937,1849,760.9497078994158,2269.8460559796436,34.097898727754824,83.83949714248752,11,2.129259058950784,0.5163830327660656,1508.8963480802277,Dynamo,Swift Striker,upgrade
4139877411,0,63823,59190,123013,45944,505.0790079097331,665.2398380539311,22.78365835150565,29.606220687594238,11,2.677455162806895,0.5188313430287855,160.16083014419797,Dynamo,Extra Stamina,upgrade
4204808176,0,5562,5334,10896,7198,455.76982378854626,1828.0431467360982,20.093989389698113,74.20585909220081,11,1.513753820505696,0.5104625550660793,1372.2733229475518,Dynamo,Rebuttal,upgrade
7409189,0,115046,94671,209717,63409,958.9450020742238,1711.3087315927648,42.88740564394997,72.56733914094166,12,3.3073696163005253,0.5485773685490447,752.363729518541,Kelvin,Improved Spirit,upgrade
26002154,0,408,490,898,544,771.7550111358574,1708.45,34.43782384080735,71.83593277262409,12,1.650735294117647,0.45434298440979953,936.6949888641426,Kelvin,Melee Charge,upgrade
84321454,0,3662,3885,7547,3933,970.0696965681727,1738.0467042650687,42.59762311200907,72.29170032953292,12,1.9188914314772438,0.4852259175831456,767.977007696896,Kelvin,Quicksilver Reload,upgrade
98582110,0,77,100,177,127,962.3050847457627,2161.1,42.989965029655885,81.15410396836752,12,1.3937007874015748,0.4350282485875706,1198.7949152542374,Kelvin,Stalker,upgrade
112198670,0,1553,1657,3210,2073,1139.6330218068535,2134.766846361186,48.420791965167716,78.9934668571988,12,1.5484804630969609,0.4838006230529595,995.1338245543323,Kelvin,Spirit Shielding,upgrade
334300056,0,738,638,1376,824,1674.5973837209303,2510.025974025974,66.75910083660322,83.06786975393155,12,1.6699029126213591,0.5363372093023255,835.4285903050436,Kelvin,Stamina Mastery,upgrade
339443430,0,117,80,197,150,2350.7258883248733,2708.777777777778,84.49621687940619,91.88166895654955,12,1.3133333333333332,0.5939086294416244,358.05188945290456,Kelvin,Frenzy,upgrade
343572757,0,48227,28185,76412,30756,2078.726404229702,2184.815,81.7194211461931,87.49266675500705,12,2.484458317076343,0.6311443228812228,106.08859577029807,Kelvin,Spirit Burn,upgrade
365620721,0,624,522,1146,869,1985.5610820244328,2341.689655172414,78.61221992072372,87.524792664383,12,1.3187571921749137,0.5445026178010471,356.1285731479811,Kelvin,Glass Cannon,upgrade
380806748,0,81835,64205,146040,49678,1271.0019446726924,1500.4359019677154,56.14240752098117,65.3117434665904,12,2.939731873263819,0.5603601752944399,229.433957295023,Kelvin,Compress Cooldown,upgrade
381961617,0,67,95,162,123,932.4320987654321,1878.1379310344828,41.85224920094202,72.95349527453041,12,1.3170731707317074,0.41358024691358025,945.7058322690507,Kelvin,Active Reload,upgrade
393974127,0,311,298,609,422,1165.9507389162561,1515.3885057471264,50.82886139044764,64.19574160555483,12,1.4431279620853081,0.5106732348111659,349.43776683087026,Kelvin,Slowing Bullets,upgrade
395867183,0,391,418,809,447,1039.514215080346,2238.5403726708073,44.50569184497611,81.64286930471762,12,1.8098434004474273,0.48331273176761436,1199.0261575904613,Kelvin,Mystic Shot,upgrade
395944548,0,54589,40589,95178,32223,929.8661875643531,2519.7631754503004,41.34830194375599,84.53662451676922,12,2.95372870310027,0.5735464077833112,1589.8969878859473,Kelvin,Torment Pulse,upgrade
465043967,0,437,450,887,534,648.1612175873731,1380.386631716907,28.75036079900471,59.716590331301575,12,1.6610486891385767,0.4926719278466742,732.2254141295339,Kelvin,Spirit Strike,upgrade
499683006,0,1271,1121,2392,1558,1614.5363712374583,1995.7505458515284,65.8682661379135,78.59727875175561,12,1.5353016688061618,0.5313545150501672,381.2141746140701,Kelvin,Bullet Lifesteal,upgrade
619484391,0,1763,2032,3795,2748,1742.5591567852437,2363.707395498392,71.04775148795238,84.1374130272901,12,1.3810043668122272,0.4645586297760211,621.1482387131484,Kelvin,Silence Wave,upgrade
630839635,0,329,217,546,319,2071.941391941392,2889.6875,79.08124557102168,89.32469296000502,12,1.7115987460815048,0.6025641025641025,817.7461080586081,Kelvin,Echo Shard,upgrade
668299740,0,511,617,1128,785,720.4228723404256,1107.189296333003,32.4286365164779,48.15064699628986,12,1.4369426751592356,0.4530141843971631,386.76642399257753,Kelvin,Rapid Rounds,upgrade
673001892,0,88,77,165,140,2297.921212121212,2481.0,85.47661159948703,91.00020450911697,12,1.1785714285714286,0.5333333333333333,183.0787878787878,Kelvin,Armor Piercing Rounds,upgrade
677738769,0,5364,4094,9458,5247,2254.5713681539437,2579.590243902439,85.53905062444613,90.11255022189208,12,1.8025538402896892,0.5671389300063439,325.01887574849525,Kelvin,Refresher,upgrade
690458959,0,121,125,246,180,1518.8048780487804,2238.653846153846,62.50062992563406,79.61368737561088,12,1.3666666666666667,0.491869918699187,719.8489681050658,Kelvin,Express Shot,upgrade
709540378,0,3247,3562,6809,3642,759.5457482743428,2246.1722659042175,33.82815629163698,83.59243558630853,12,1.8695771554091158,0.47686885005140256,1486.6265176298748,Kelvin,Cultist Sacrifice,upgrade
754480263,0,99170,78242,177412,56960,886.2897887403333,1714.2402084603548,39.57051122009403,72.73747991828938,12,3.114676966292135,0.5589813541361351,827.9504197200215,Kelvin,Mystic Expansion,upgrade
787198704,0,123806,100534,224340,67189,1166.8768833021306,2368.151114206128,51.363965316045174,84.26433799899011,12,3.338939409724806,0.5518677008112686,1201.2742309039975,Kelvin,Rapid Recharge,upgrade
800008313,0,288,294,582,379,1705.1512027491408,2733.818181818182,71.34319460313287,89.48727806937165,12,1.5356200527704484,0.4948453608247423,1028.6669790690412,Kelvin,Crushing Fists,upgrade
805079544,0,703,840,1543,1136,1211.760207388205,2046.543062200957,51.58537425593904,76.98523710669107,12,1.358274647887324,0.45560596241088785,834.782854812752,Kelvin,Weapon Shielding,upgrade
811521119,0,61,76,137,101,1553.6277372262773,1947.8450704225352,66.63312056279467,76.24551565955996,12,1.3564356435643565,0.44525547445255476,394.21733319625787,Kelvin,Tesla Bullets,upgrade
857669956,0,15266,14216,29482,13750,990.291262465233,1899.065159574468,43.591477655514176,77.35915191777949,12,2.1441454545454546,0.517807475747914,908.773897109235,Kelvin,Guardian Ward,upgrade
865846625,0,5458,4115,9573,5731,2232.9862112190535,2397.1979166666665,82.74310232419091,87.25257813023178,12,1.670389111847845,0.5701452000417842,164.21170544761299,Kelvin,Leech,upgrade
865958998,0,1029,978,2007,980,1089.1026407573493,2349.9611650485435,48.99757972502983,83.16748524072442,12,2.0479591836734694,0.5127055306427504,1260.8585242911943,Kelvin,Veil Walker,upgrade
876563814,0,58247,43866,102113,37040,1312.368621037478,2116.973215288857,57.18174259160112,82.05271435609262,12,2.756830453563715,0.5704170869526897,804.6045942513788,Kelvin,Spirit Lifesteal,upgrade
915014646,0,51467,36673,88140,38381,2100.5142387111414,2126.714876033058,81.8889975545945,87.844631506336,12,2.2964487637112114,0.5839233038348083,26.200637321916474,Kelvin,Transcendent Cooldown,upgrade
951866250,0,7786,5503,13289,7468,2235.9373918278275,2469.832402234637,82.88241208484142,89.57157311447841,12,1.779459025174076,0.5858981112198058,233.89501040680943,Kelvin,Indomitable,upgrade
968099481,0,112242,91820,204062,62304,476.55000441042426,1000.9408953491923,21.492032708333646,44.522641694559404,12,3.27526322547509,0.5500387137242603,524.390890938768,Kelvin,Extra Spirit,upgrade
989206714,0,35,66,101,65,1508.960396039604,1891.375,67.30215592977316,66.27746103559565,12,1.5538461538461539,0.3465346534653465,382.4146039603961,Kelvin,Blood Tribute,upgrade
1009965641,0,8071,7821,15892,7192,292.5740624213441,1224.4366019662214,13.237850580065714,52.11389143622403,12,2.2096774193548385,0.5078655927510697,931.8625395448773,Kelvin,Monster Rounds,upgrade
1047818222,0,4478,4200,8678,5305,1748.5644157640008,2154.9861313868614,70.33867648419098,82.32098893997633,12,1.6358152686145147,0.5160175155565798,406.4217156228606,Kelvin,Debuff Reducer,upgrade
1055679805,0,603,536,1139,778,2060.801580333626,2490.5714285714284,80.12905479054625,85.61197136190731,12,1.4640102827763497,0.5294117647058824,429.7698482378023,Kelvin,Vampiric Burst,upgrade
1102081447,0,26154,21885,48039,19174,956.4305043818564,2353.2780530457594,42.23508110302199,84.34606547362628,12,2.5054240116824866,0.5444326484731156,1396.8475486639031,Kelvin,Mystic Slow,upgrade
1113837674,0,168,154,322,240,2364.226708074534,2796.125,82.95099072523284,90.21622106901394,12,1.3416666666666666,0.5217391304347826,431.89829192546586,Kelvin,Silencer,upgrade
1144549437,0,307,293,600,383,1201.2283333333332,1657.3619302949062,51.41397658337914,66.90256066896191,12,1.566579634464752,0.5116666666666667,456.13359696157295,Kelvin,Spirit Shredder Bullets,upgrade
1150006784,0,48862,42628,91490,34491,566.5532517214996,2289.00690477685,25.468564957419055,83.88511667135982,12,2.6525760343277955,0.5340692971909499,1722.4536530553505,Kelvin,Arcane Surge,upgrade
1152158042,0,922,719,1641,1197,2302.7800121876903,2594.326530612245,84.7505475319174,87.65711255430882,12,1.3709273182957393,0.5618525289457648,291.5465184245545,Kelvin,Vortex Web,upgrade
1193964439,0,97138,70559,167697,57974,1720.168679225031,2137.1480263157896,72.85479794073426,84.2086052151164,12,2.8926242798495876,0.5792470944620357,416.97934709075867,Kelvin,Greater Expansion,upgrade
1219329868,0,1562,1472,3034,1810,1203.843111404087,1850.9581256231306,51.02970807160511,75.1979282488412,12,1.676243093922652,0.5148319050758076,647.1150142190436,Kelvin,Spirit Sap,upgrade
1235347618,0,4989,5497,10486,5820,713.4128361625023,2204.6923415492956,31.554375617144174,81.30101490882991,12,1.8017182130584193,0.4757772267785619,1491.2795053867933,Kelvin,Battle Vest,upgrade
1250307611,0,16452,12283,28735,15965,2295.2255785627285,2414.940119760479,84.49633709568232,87.9845785659867,12,1.799874725963044,0.5725421959283105,119.71454119775035,Kelvin,Juggernaut,upgrade
1252627263,0,291,307,598,377,1314.4464882943143,2280.4565217391305,56.744211179480786,80.70794630239448,12,1.5862068965517242,0.4866220735785953,966.0100334448161,Kelvin,Lifestrike,upgrade
1254091416,0,10828,11802,22630,12883,1477.339593460009,2370.939049586777,62.592978412197425,84.27931160501454,12,1.7565784366995265,0.47847989394608925,893.599456126768,Kelvin,Knockdown,upgrade
1282141666,0,118,116,234,190,2083.534188034188,2709.5,78.9563879455808,88.49699228175048,12,1.231578947368421,0.5042735042735043,625.965811965812,Kelvin,Siphon Bullets,upgrade
1292979587,0,9049,7559,16608,7490,1373.3111151252408,2454.4290429042903,59.01639474781866,83.34850496304917,12,2.2173564753004005,0.5448578998073218,1081.1179277790495,Kelvin,Surge of Power,upgrade
1342610602,0,1835,1766,3601,2128,961.202999166898,1486.7109697933226,41.83643219084863,63.811123183164575,12,1.6921992481203008,0.5095806720355457,525.5079706264246,Kelvin,Close Quarters,upgrade
1371725689,0,347,297,644,519,1918.079192546584,2701.0,75.90939875972467,90.02284806873182,12,1.2408477842003853,0.5388198757763976,782.920807453416,Kelvin,Phantom Strike,upgrade
1378931225,0,2803,3841,6644,5027,1886.3686032510536,2387.2064965197214,75.74641364119655,83.7148791853809,12,1.3216630196936543,0.42188440698374474,500.8378932686678,Kelvin,Metal Skin,upgrade
1396247347,0,175,136,311,220,2031.6077170418007,2040.0,80.64100714895437,89.58365136455322,12,1.4136363636363636,0.5627009646302251,8.392282958199303,Kelvin,Lucky Shot,upgrade
1414025773,0,3857,3852,7709,5110,1666.0186794655597,2259.3361169102295,69.15755014075023,80.97992306949453,12,1.508610567514677,0.5003242962770788,593.3174374446698,Kelvin,Counterspell,upgrade
1414319208,0,235,268,503,345,1517.4592445328033,2137.3684210526317,66.8704612594901,79.06796398313507,12,1.4579710144927536,0.4671968190854871,619.9091765198284,Kelvin,Berserker,upgrade
1427630806,0,35344,25797,61141,28853,2074.530462373857,2251.97400990099,80.55323121182859,87.21276712240903,12,2.1190517450525075,0.5780736330776403,177.44354752713298,Kelvin,Healing Tempo,upgrade
1437614329,0,420,480,900,557,505.7888888888889,1367.0190217391305,22.36355135641778,58.62168504908476,12,1.6157989228007181,0.4666666666666667,861.2301328502416,Kelvin,Melee Lifesteal,upgrade
1439347412,0,12153,10800,22953,9139,525.2497277044395,1284.0279092225978,23.467200273129738,55.94965952138848,12,2.511543932596564,0.529473271467782,758.7781815181584,Kelvin,Mystic Regeneration,upgrade
1548066885,0,583,674,1257,765,674.2768496420048,1039.0045126353791,30.183269200732283,45.34598093626608,12,1.6431372549019607,0.4638027048528242,364.72766299337434,Kelvin,Extended Magazine,upgrade
1644605047,0,6406,5628,12034,6339,1556.6254778128637,2073.9104883689292,63.89789148356275,80.55804562035101,12,1.8984066887521691,0.5323250789429949,517.2850105560656,Kelvin,Reactive Barrier,upgrade
1662311306,0,10463,7867,18330,9835,1953.8347517730497,2250.06,78.40456311150741,86.0493713811495,12,1.8637519064565329,0.5708128750681942,296.22524822695027,Kelvin,Divine Barrier,upgrade
1672893796,0,13603,12199,25802,12143,904.327067669173,1061.2645869668622,38.85511527370914,45.691226919741126,12,2.1248455900518817,0.5272071932408341,156.93751929768928,Kelvin,Grit,upgrade
1710079648,0,28499,25630,54129,21279,670.1811598219069,1199.4877716301821,29.989154372879607,52.860765224948835,12,2.54377555336247,0.5265015056623991,529.3066118082752,Kelvin,Healing Rite,upgrade
1763073141,0,1335,1264,2599,1512,1077.9988457098884,2282.8709677419356,47.51308092208615,83.02710169327331,12,1.718915343915344,0.5136590996537129,1204.8721220320472,Kelvin,Recharging Rush,upgrade
1770441818,0,224,210,434,296,1621.3433179723502,2116.3910034602077,64.60493548098732,80.455961567747,12,1.4662162162162162,0.5161290322580645,495.0476854878575,Kelvin,Weakening Headshot,upgrade
1797283378,0,22399,14391,36790,18025,2179.7043490078827,2375.8145800316956,83.5560431284968,87.90666869463509,12,2.0410540915395283,0.6088339222614841,196.11023102381296,Kelvin,Infuser,upgrade
1804594021,0,29691,26128,55819,20619,1222.0332324119026,2439.821183800623,53.75405896755123,84.63549598678198,12,2.7071632959891363,0.5319156559594403,1217.7879513887206,Kelvin,Rescue Beam,upgrade
1813726886,0,12084,11514,23598,11454,1019.4863547758284,2213.2193375111906,45.24640816220948,83.41128307802981,12,2.0602409638554215,0.5120772946859904,1193.7329827353622,Kelvin,Slowing Hex,upgrade
1925087134,0,10277,10069,20346,9747,1078.958959992136,2271.8563352178253,47.28382806797638,83.68394478771823,12,2.087411511234226,0.5051115698417379,1192.8973752256893,Kelvin,Suppressor,upgrade
1932939246,0,5828,5144,10972,5323,1337.3913598250092,2302.3368421052633,58.70324039399907,81.53227377122563,12,2.0612436595904566,0.5311702515493985,964.945482280254,Kelvin,Alchemical Fire,upgrade
1955841979,0,3483,2895,6378,4421,2368.6713703355285,2451.211382113821,84.33729339390338,86.36842200154469,12,1.4426600316670437,0.5460959548447789,82.54001177829241,Kelvin,Spellbreaker,upgrade
1976391348,0,595,489,1084,578,1127.34963099631,1970.1948717948717,47.90762033123678,77.63906800345953,12,1.8754325259515572,0.5488929889298892,842.8452407985617,Kelvin,Cold Front,upgrade
1998374645,0,40521,34390,74911,27328,733.0291679459625,1432.669835158224,32.5070975973157,62.29117902086845,12,2.741181206088993,0.5409218939808573,699.6406672122615,Kelvin,Mystic Burst,upgrade
2010028405,0,341,388,729,482,400.04938271604937,1275.779751332149,17.80531098583684,54.622316574470155,12,1.512448132780083,0.46776406035665297,875.7303686160997,Kelvin,Headshot Booster,upgrade
2037039379,0,189,195,384,310,2509.7916666666665,2721.7586206896553,85.24659132650066,87.07296887796656,12,1.238709677419355,0.4921875,211.96695402298883,Kelvin,Inhibitor,upgrade
2059712766,0,189,176,365,234,871.1260273972603,2032.2886597938145,38.83472122401844,76.3625205254453,12,1.5598290598290598,0.5178082191780822,1161.1626323965543,Kelvin,Restorative Locket,upgrade
2061878743,0,5414,7098,12512,7459,1556.8499840153452,2330.8094488188976,66.27234383311554,83.72919181596663,12,1.6774366537069312,0.4327046035805627,773.9594648035525,Kelvin,Disarming Hex,upgrade
2064029594,0,14967,14525,29492,13287,390.10355350603555,2171.110971392644,17.741757429940915,82.42564945186416,12,2.2196131557161136,0.5074935575749355,1781.0074178866084,Kelvin,Opening Rounds,upgrade
2081037738,0,91619,71677,163296,52514,1200.3024630119537,1641.8547890270836,53.24779014965317,70.39132271537407,12,3.1095707811250333,0.5610608955516363,441.5523260151299,Kelvin,Mystic Vulnerability,upgrade
2095565695,0,2466,2579,5045,3003,1526.950049554014,2482.733333333333,65.31236556803402,84.99952322009274,12,1.67998667998668,0.488800792864222,955.7832837793192,Kelvin,Point Blank,upgrade
2108215830,0,2943,2498,5441,2794,1326.4109538687742,2141.169117647059,58.25096150450062,78.64855154184109,12,1.9473872584108805,0.5408932181584267,814.7581637782848,Kelvin,Heroic Aura,upgrade
2121044373,0,45074,36899,81973,31026,1504.6378075707855,2440.596265292981,64.2556325754734,84.35398673037145,12,2.6420743892219427,0.54986397960304,935.9584577221956,Kelvin,Tankbuster,upgrade
2142980412,0,1458,1204,2662,1622,2021.6735537190082,2632.7021276595747,77.97453445269177,88.57255492144749,12,1.6411837237977804,0.5477084898572502,611.0285739405665,Kelvin,Focus Lens,upgrade
2152872419,0,89,117,206,158,1270.7038834951456,2183.0714285714284,55.18349947533719,82.09422513979509,12,1.3037974683544304,0.4320388349514563,912.3675450762828,Kelvin,Sharpshooter,upgrade
2163598980,0,13179,13112,26291,14647,1806.1306530751967,2377.0417036379768,72.74715283505068,83.48599403299066,12,1.7949750802212057,0.5012742002966795,570.91105056278,Kelvin,Spirit Resilience,upgrade
2221211450,0,178,116,294,242,2398.6530612244896,2589.6666666666665,85.43273998756251,95.10903310497716,12,1.2148760330578512,0.6054421768707483,191.01360544217687,Kelvin,Spellslinger,upgrade
2226497419,0,3236,2726,5962,3367,1957.1821536397183,2403.9864864864867,77.41738544391497,85.28042772102458,12,1.7707157707157708,0.542770882254277,446.8043328467684,Kelvin,Spiritual Overflow,upgrade
2356412290,0,623,744,1367,837,1041.7190929041697,2252.2063492063494,46.073758584066326,79.63362081201873,12,1.6332138590203107,0.45574250182882226,1210.4872563021797,Kelvin,Titanic Magazine,upgrade
2407033488,0,143,152,295,213,1050.542372881356,2285.4912280701756,46.47979260569101,83.19962636103331,12,1.3849765258215962,0.4847457627118644,1234.9488551888196,Kelvin,Intensifying Magazine,upgrade
2407781327,0,563,406,969,717,2363.943240454076,2652.1428571428573,84.24541892407832,88.61772860309593,12,1.3514644351464435,0.5810113519091847,288.19961668878113,Kelvin,Colossus,upgrade
2417568017,0,3739,2360,6099,4030,2272.551893753074,2551.1867469879517,83.84963266459697,87.43684842510696,12,1.5133995037220844,0.6130513198885064,278.6348532348775,Kelvin,Scourge,upgrade
2447176615,0,76746,61920,138666,46387,941.2834076125366,2276.4758121130894,41.79859770127597,83.79859579321352,12,2.989328906805786,0.5534593916316906,1335.1924045005528,Kelvin,Enduring Speed,upgrade
2462046703,0,24558,20046,44604,15599,130.83575464083938,1291.745056182411,5.832694551266488,57.113659694278866,12,2.859414065004167,0.5505784234597794,1160.9093015415715,Kelvin,Golden Goose Egg,upgrade
2463960640,0,133,161,294,192,1541.734693877551,2271.5714285714284,64.27017149694268,85.09575322921448,12,1.53125,0.4523809523809524,729.8367346938774,Kelvin,Escalating Resilience,upgrade
2480592370,0,472,421,893,680,2195.808510638298,2376.0,82.3035249487124,85.61213039809695,12,1.313235294117647,0.528555431131019,180.19148936170222,Kelvin,Ricochet,upgrade
2481177645,0,573,600,1173,749,1290.7945439045184,1832.842105263158,56.34302280479444,71.06200638976722,12,1.5660881174899866,0.4884910485933504,542.0475613586395,Kelvin,Hunter's Aura,upgrade
2519598785,0,108766,77968,186734,60182,1702.2351044801696,1939.8093716719916,72.09518245531329,85.21765611385847,12,3.1028214416270647,0.5824648965908725,237.57426719182195,Kelvin,Boundless Spirit,upgrade
2533252781,0,239,184,423,356,2458.208037825059,1938.72,86.23603636216066,78.31153877428348,12,1.1882022471910112,0.5650118203309693,-519.4880378250589,Kelvin,Ethereal Shift,upgrade
2566692615,0,103124,87027,190151,58291,685.3758802215082,2089.3600822404287,30.799014944213262,80.85434303295384,12,3.2620987802576726,0.542326887578819,1403.9842020189205,Kelvin,Healing Booster,upgrade
2603935618,0,83686,69353,153039,51343,925.5958611857109,2405.453840265374,41.24551635138617,85.92834055348607,12,2.9807179167559354,0.5468279327491685,1479.857979079663,Kelvin,Healbane,upgrade
2617435668,0,7176,6957,14133,7985,2092.757942404302,2498.4691358024693,80.92386694270778,86.99334503010593,12,1.7699436443331247,0.5077478242411377,405.7111933981673,Kelvin,Cursed Relic,upgrade
2678489038,0,86,62,148,122,1430.9324324324325,2567.1666666666665,60.59805433199994,88.69957253200361,12,1.2131147540983607,0.581081081081081,1136.234234234234,Kelvin,Hollow Point,upgrade
2717651715,0,69159,47603,116762,44366,1739.9799249755913,2214.7542579075425,72.75272817949154,83.60128279151476,12,2.631790109543344,0.5923074287867628,474.7743329319512,Kelvin,Superior Duration,upgrade
2739107182,0,317,352,669,477,1422.3004484304934,2358.3571428571427,61.05083271383193,85.81001968380015,12,1.4025157232704402,0.47384155455904337,936.0566944266493,Kelvin,Burst Fire,upgrade
2800629741,0,400,337,737,539,1965.0488466757124,2578.875,79.57244280797124,85.45247434110941,12,1.3673469387755102,0.5427408412483039,613.8261533242876,Kelvin,Magic Carpet,upgrade
2820116164,0,941,552,1493,1112,2452.7675820495647,2524.7115384615386,85.46087726010687,88.97878560180867,12,1.3426258992805755,0.6302746148693905,71.94395641197389,Kelvin,Diviner's Kevlar,upgrade
2829638276,0,111485,94666,206151,64374,283.79593113785523,758.5293317410042,12.799778142361507,33.566819575939995,12,3.202395377015565,0.5407929139320207,474.73340060314894,Kelvin,Extra Regen,upgrade
2922054143,0,4880,5609,10489,6031,801.587758604252,1475.5431288204663,35.32722110409097,64.01613018132639,12,1.7391808986901012,0.4652493087996949,673.9553702162143,Kelvin,Rusted Barrel,upgrade
2947183272,0,12473,10782,23255,9437,1296.3775532143625,2602.6687370600416,56.23838772179653,86.46271535863609,12,2.464236515841899,0.5363577725220383,1306.2911838456791,Kelvin,Radiant Regeneration,upgrade
2951612397,0,52991,39695,92686,37093,1320.698357896554,1697.1408802265878,57.444435909085385,71.57793527479664,12,2.498746394198366,0.5717260427680556,376.44252233003385,Kelvin,Duration Extender,upgrade
2956256701,0,7986,6986,14972,7277,1347.9713465134919,2146.059163059163,58.32464353340173,77.37704348146507,12,2.0574412532637076,0.5333956719209191,798.0878165456711,Kelvin,Healing Nova,upgrade
2971868509,0,506,495,1001,649,1111.9530469530469,2149.72602739726,49.661156950949476,79.92465718082805,12,1.5423728813559323,0.5054945054945055,1037.7729804442133,Kelvin,Bullet Resist Shredder,upgrade
3005970438,0,98472,69320,167792,53852,1656.920735195957,1944.589836660617,70.53553183205757,85.62545945998146,12,3.1157988561241923,0.5868694574234767,287.6691014646601,Kelvin,Escalating Exposure,upgrade
3028234315,0,11078,6772,17850,9091,2210.6659943977593,2410.028112449799,83.06085521968764,88.39966948265258,12,1.963480365196348,0.6206162464985995,199.36211805203993,Kelvin,Witchmail,upgrade
3074274290,0,69062,55759,124821,38412,572.6364714270836,2394.1374069478907,25.986335358507002,84.93365733342678,12,3.2495313964386128,0.5532883088582851,1821.5009355208072,Kelvin,Trophy Collector,upgrade
3077079169,0,17878,16917,34795,15046,171.87337261100734,556.2702797202797,7.780745959858936,24.39760483844042,12,2.312574770703177,0.5138094553815203,384.39690710927243,Kelvin,High-Velocity Rounds,upgrade
3140772621,0,6964,7194,14158,8159,1658.8073880491595,2367.9626865671644,67.93740116629984,82.78093409851525,12,1.7352616742247824,0.4918773838112728,709.1552985180049,Kelvin,Bullet Resilience,upgrade
